"","id","id_review","date","reviewer_id","reviewer_name","comments","name","host_id","host_name","neighbourhood_group","neighbourhood","Lat","Lon","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","district","word_count","sd","ave_sentiment","doc_id","ADJ","ADP","ADV","AUX","CCONJ","DET","INTJ","NOUN","NUM","PART","PRON","PROPN","PUNCT","SCONJ","SYM","VERB","X","crime"
"280",19581567,207974853,"10/30/2017",80098530,"Cherie","Wow!  This apartment is probably the nicest Airbnb I have stayed in so far.  It was perfect for a couple and one other guest, as we each had our own room.  The apartment is nice and modern with all of the amenities you will need, and the rooftop deck is incredible.  I wish we would have had more time to enjoy that space, the views are pretty epic!  The neighborhood is also gorgeous with so many things to do within walking distance!  You can't go wrong booking this space, it was fantastic!  Thank you for hosting us, Tom!","Freedom Trail Condo",93353522,"Thomas",NA,"Charlestown",42.3745,-71.06103,"Entire home/apt",150,2,106,"1/18/2021",2.39,1,77,"A15",98,0.35567284049612,0.187618979957391,"doc280",13,6,6,12,3,12,1,18,1,3,11,1,13,2,0,10,0,1913
"281",22327141,413476616,"2/17/2019",61849317,"Akin","Would definitely recommend.","<U+2605> Spacious, Modern & Comfy<U+2605>Professionally Cleaned!",69587,"Boris & Susan",NA,"East Boston",42.37984,-71.03149,"Private room",43,1,342,"2/15/2021",8.93,8,175,"A7",3,NA,0.519615242270663,"doc281",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3627
"282",24783227,496537608,"7/27/2019",16338094,"Catherine","Logement conforme à l'annonce, pas très grand mais bien conçu. Bien relié à la ville par le métro. Séjour agréable","Sunny ocean-view suite nr subway w/kitchen, bathr.",9898255,"Jessica",NA,"Dorchester",42.31476,-71.06226,"Entire home/apt",120,29,77,"11/17/2019",2.27,5,365,"C11",23,0.0435194139889245,0.0368029411083254,"doc282",4,0,0,0,0,0,0,15,0,0,1,0,3,0,0,0,0,12501
"283",23306611,453393795,"5/15/2019",184113824,"Jay","Beautiful apartment. Not the best area of town.","Spacious 2BR | Full Kitchen | WiFi | China town",30283594,"Global Luxury Suites",NA,"Downtown",42.35309,-71.06061,"Entire home/apt",144,91,26,"2/14/2021",0.84,35,343,"A1",8,0.519337567297406,0.16310297032899,"doc283",2,1,0,0,0,1,0,3,0,1,0,0,2,0,0,0,0,9706
"284",8904656,429325979,"3/27/2019",179464804,"Emmett","Amazing place. Very quiet area and the room is decorated beautiful. One of the best Airbnb experiences that I've had. I highly recommend!","Fireplace Haven",46575567,"Sandy",NA,"Mattapan",42.27204,-71.07757,"Private room",75,29,38,"11/4/2019",0.89,2,359,"B3",23,0.146624640191865,0.359958824882651,"doc284",4,1,2,2,1,2,0,5,1,0,3,0,4,0,0,3,0,11007
"285",9382898,440983327,"4/21/2019",90603764,"Nadia","Tolle location:)sehr sauber, gute öffentliche Transportmittel, gute Verbindung zur Transitline, schnelle und entgegenkommende Antworten von Andrew, alles top:)","Private Bed and Bathroom,parking, close to airport",48677395,"Andrew",NA,"East Boston",42.37914,-71.03956,"Private room",70,91,268,"11/29/2019",4.36,1,364,"A7",19,NA,0.229415733870562,"doc285",3,2,1,1,0,1,0,5,2,0,0,2,6,0,1,2,0,3627
"286",447826,8406273,"10/29/2013",1291987,"Alan","Hilary is a very kind and helpful person. She gave us many suggestions about the surroundings. The area (Jamaica Plain) is quite and very nice with beautiful houses. It isn't so far from the city center (just 8 subway stops) and the subway-station is at short distance.
A friendly place, a nice house and the room even if little is comfortable.
Thanks again to Hilary.
 Bye by Antonio and Alan.","Sweet Little House in JP, Boston",2053557,"Hilary",NA,"Jamaica Plain",42.31658,-71.11012,"Private room",71,7,313,"3/1/2020",2.97,1,269,"E13",70,0.395531873196609,0.390215317832994,"doc286",10,6,8,5,5,8,0,15,1,1,3,7,13,1,0,2,0,5214
"287",19581567,488264064,"7/14/2019",255662144,"Amy","The condo is very nice.  We enjoyed our stay.  The location is perfect and we loved being in Charlestown.","Freedom Trail Condo",93353522,"Thomas",NA,"Charlestown",42.3745,-71.06103,"Entire home/apt",150,2,106,"1/18/2021",2.39,1,77,"A15",19,0.0584878976014754,0.432592314490337,"doc287",2,1,1,3,1,2,0,3,0,0,3,1,3,0,0,2,0,1913
"288",22099733,620936501,"3/26/2020",271310602,"Najah","This place was very clean and felt like home. Highly recommend.","<U+2605> Chic, Clean & Large <U+2605> Professionally Cleaned! <U+2605>",69587,"Boris & Susan",NA,"East Boston",42.3788,-71.03192,"Private room",43,1,383,"2/13/2021",10.05,8,170,"A7",11,0.0803300858899107,0.693198051533946,"doc288",1,1,2,1,1,1,0,2,0,0,0,0,2,0,0,2,0,3627
"289",33552900,525260179,"9/7/2019",93704433,"Rebecca","Great comms, lovely place, and really helpful. Gutted that we didn’t get to meet Sara the pup!","Renovated & Sparkling Clean 3BR Near Harvard Sq",252824346,"Bradley",NA,"Brighton",42.36141,-71.14267,"Entire home/apt",175,3,26,"2/16/2020",1.2,1,0,"D14",18,0.694879228972303,0.53625011982763,"doc289",3,0,1,1,1,1,0,3,0,2,1,1,4,1,0,3,0,5828
"290",15521407,191726717,"9/8/2017",45609107,"Ben","Robin has a beautiful Victorian house in a great neighborhood of Boston right on the beach and next to public transportation.  A perfect spot to explore the city from.","Large Private room in Savin Hill",72139831,"Robin",NA,"Dorchester",42.30827,-71.0485,"Private room",75,1,178,"9/7/2020",3.39,4,303,"C11",29,0.128821867422288,0.35625585896437,"doc290",6,5,1,0,1,5,0,6,0,1,0,2,2,0,0,2,0,12501
"291",13378923,195989465,"9/21/2017",88561648,"Anna Paula","Eu e meu marido estivemos em Boston entre os dias 18 e 21 setembro deste ano de 2017 e ficamos no quarto 6 do Montgomery Place. O cômodo correspondia exatamente às imagens divulgadas e tudo estava muito limpo e organizado. A Lisa entrou em contato conosco antecipadamente para saber o horário em que chegaríamos e nos recebeu para o check in. Não há vaga para veículos e realmente o estacionamento em Boston é difícil. As vagas na rua são apenas para moradores. Porém, a Lisa nos indicou um estacionamento próximo para deixarmos o carro e tudo ocorreu bem. A localização é excelente! Embora não disponibilizem café da manhã, Katy e Lisa equiparam o frigobar com yogurtes, sucos e leite. Também havia cereais no armário da copa, além de utensílios de cozinha e microondas. Recomendo e voltaria outras vezes!","Montgomery Place - Studio (Room 6)",75997654,"Kathe",NA,"South End",42.34347,-71.07368,"Entire home/apt",100,29,159,"9/19/2020",2.85,3,80,"D4",147,0.0164845118348947,-0.0207070953140163,"doc291",6,5,0,0,0,5,1,41,5,2,4,15,14,1,0,9,44,11261
"292",33016886,671163781,"10/4/2020",149857363,"Savannah","Great room and nice host.","En suite w/ King bed (Boston Common)",248463000,"John",NA,"Roxbury",42.32342,-71.06924,"Private room",30,1,115,"2/15/2021",5.15,4,80,"B2",5,NA,0.447213595499958,"doc292",2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,14525
"293",6261296,125573098,"1/6/2017",92028618,"Jie","My boyfriend and I spent our one-week vacation at Yedan's place. Yedan's family was very hospitable and accommodating. We were treated with hot tea right after we got the place and also a breakfast the day we checked out. Additionally, The transportation and job hunting advice they provided to us was really helpful! 
I love the clean and comfortable room especially when it was filled with sunshine! The surrounding is super convenient, which has USPS, library and many local restaurants and cafe. Definitely a good place to stay when you arrive Boston!","Free parking, 1 private room",7614614,"Yedan",NA,"West Roxbury",42.29019,-71.15638,"Private room",50,2,106,"3/20/2020",1.52,1,261,"E5",93,0.230602745961506,0.448734001991996,"doc293",11,5,10,5,7,7,0,19,1,3,12,3,11,1,0,11,0,3956
"294",31675705,408014403,"2/3/2019",6887961,"Peter And Karen","Had a great stay at Matt's place.  The place was comfortable and as described, the neighborhood was nice, and Matt was a top notch host!","Bedroom in a sunny, cozy, + colorful JP apartment",18338326,"Matt",NA,"Jamaica Plain",42.2961,-71.11484,"Private room",39,29,18,"3/7/2020",0.72,2,262,"E13",25,0.199702712377121,0.330193378647823,"doc294",4,1,1,3,2,4,0,6,0,1,0,2,4,0,0,2,0,5214
"295",60029,4880618,"5/30/2013",6418478,"Hugo","Séjour très agréable, bien accueillis par Michelle qui est un super guide de Boston. Le petit déjeuner était complet et fait maison. A noter, le logement se situe à 20 min (marche + metro) du centre ville. Une bonne première expèrience Bostonienne.
-----

Very pleasant, well received by Michelle is a great guide to discover Boston. The breakfast was complete and homemade. Note the accommodation is 20 min (walking + subway) from the city center. A good first experience Boston.
","Room in geographical heart of Hub",255183,"Michelle",NA,"Roxbury",42.32546,-71.08894,"Private room",78,14,141,"8/13/2019",1.14,5,171,"B2",80,0.356791641078172,0.35377771806495,"doc295",12,3,4,3,1,6,0,27,2,1,2,9,16,0,2,4,3,14525
"296",1692573,339965686,"10/22/2018",12333205,"Michael","This is a really beautiful apartment in a beautiful house in one of the nicest neighborhoods in Boston. The place is very clean, the owners are very responsive. One of the best places I have stayed, period.","Urban oasis trendy JP 'hood - suite",8814724,"Kelly",NA,"Jamaica Plain",42.31338,-71.11719,"Entire home/apt",145,29,213,"8/12/2020",2.39,1,325,"E13",37,0.402107147774663,0.630859999458513,"doc296",6,5,3,4,0,6,0,7,2,0,2,1,5,0,0,1,0,5214
"297",7239024,561067165,"11/8/2019",300107848,"Lori","This was our second stay with Polly.  We enjoyed our stay once again.  
It is a clean home and it was nice to be able to cook some of our meals in.  
The bus stop was a 2 min walk and took us to the train station and we were able to get around town very well with the Boston transportation.  We even walked to the train station a couple of days.
It was our first experience of sharing common area but we enjoyed visiting with the other guest while we were there and it was not awkward at all.
I also really enjoyed the gym in the basement! 
I highly recommend staying at Molly’s Airbnb.","M&R Quiet Back Room Parking Bathroom",7988017,"Polly Minter",NA,"Dorchester",42.29263,-71.05575,"Private room",52,2,199,"2/16/2021",2.91,3,358,"C11",116,0.220575268939325,0.330506537568175,"doc297",8,10,13,9,5,11,0,21,1,5,17,4,8,2,0,11,0,12501
"298",28054656,363848886,"12/29/2018",231189191,"Neymar","She is super host that will listen to demands of her guests. She keeps her place clean and neat. She will make arrangements to make your check in or check out fit your flights, which very important to us guests.","#B103 Boston Private room Central AC <U+5168><U+697C><U+7981><U+70DF>",105851798,"Anne",NA,"Dorchester",42.29737,-71.06192,"Private room",50,29,18,"11/16/2019",0.6,11,357,"C11",40,0.243418190950677,0.356254179395158,"doc298",3,5,2,3,2,0,0,7,0,1,10,0,4,0,0,7,0,12501
"299",25326962,402480439,"1/18/2019",8324920,"Sébastien","Super","Private parking(sedan size), clean, comfy room@3",183805757,"Claire",NA,"East Boston",42.36819,-71.03993,"Private room",53,1,185,"1/17/2021",5.54,3,35,"A7",1,NA,0.75,"doc299",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3627
"300",163941,11129910,"3/22/2014",10331873,"Lisa","Terry a été très accueillant. Il nous a donné des conseils et des infos sur Boston. L'appartement est superbe, très grand, très propre. Linge propre et drap disponible. L'appartement est à 5min à pied d'une station de métro. Le quartier est calme et sympathique. Je vous le recommande.","$99* SPECIAL* 2 bed ApT! Location!",8229,"Terry",NA,"Roxbury",42.32965,-71.09503,"Entire home/apt",231,29,228,"12/30/2019",1.97,4,1,"B2",50,0.0629940788348712,0.0695906185476331,"doc300",8,0,0,0,1,2,0,23,1,0,0,6,9,0,0,4,5,14525
"301",19358947,353574942,"11/28/2018",19750794,"Stephen","The apartment was stylish and clean, just as shown in the photos. Phenomenal location right on the Common. The host was extraordinarily accommodating when my flight was delayed and I showed up in the middle of night six hours after our scheduled meeting time. Highly recommended.","Downtown- on the Boston Common",799496,"Kj",NA,"Downtown",42.35195,-71.0651,"Entire home/apt",79,29,201,"2/6/2021",4.5,3,182,"A1",46,0.32117271034945,0.457123822820429,"doc301",3,5,5,3,2,5,0,11,1,0,3,0,5,2,0,6,0,9706
"302",4090224,56353753,"12/12/2015",49991670,"Rachel","This place was awesome, exactly as described and located on a cute quite street.  Thanks Tiffany!","Sanitized Modern 3BD private home-near BCEC",17783651,"Tiffany",NA,"South Boston",42.3357,-71.05395,"Entire home/apt",170,1,592,"1/31/2021",7.63,1,282,"C6",16,0.0685153611839966,0.472711745220578,"doc302",2,1,1,1,1,2,0,4,0,0,0,1,3,1,0,2,0,6984
"303",18858706,569745732,"11/27/2019",60651849,"Lauren","Great space! quick responses! Lots of recommendations to great foods places and very detailed check-in. I recommend","Shabby-Chíc Condo Steps to Airport & Subway",16284736,"Jordan",NA,"East Boston",42.37538,-71.03431,"Entire home/apt",115,29,291,"1/3/2021",6.4,3,3,"A7",18,0.173458555279053,0.447372809336588,"doc303",4,3,1,0,1,0,0,6,0,0,1,0,4,0,0,2,0,3627
"304",990668,168500327,"7/9/2017",43510578,"Eric And Danny","Our stay at Edward's place was simply superb. Bedroom, bathroom, kitchen, and living spaces were clean and beautifully decorated. Edward was a grand host, making us feel right at home from the moment we got there. We can't thank him enough for his generous hospitality and look forward to returning soon!","<U+2714>Arlington<U+2714>Skydeck <U+2714>Walk Score 95<U+2714>Full Kitchen",1651480,"Edward",NA,"South End",42.34232,-71.07595,"Private room",119,29,293,"3/17/2020",3.12,4,0,"D4",51,0.116962680093078,0.434678056155158,"doc304",4,4,7,4,3,2,0,10,0,2,6,3,8,1,0,7,0,11261
"305",7476340,202034722,"10/9/2017",147606041,"Carlos","Los próximos huéspedes deben saber:
Que NO hay ascensor para subir al cuarto piso (Muy importante para personas mayores, sobre todo al momentos de subir o bajar las valijas).
Que el cuarto es chico. Sugiero que publiquen sus medidas. 
Que la cama es muy pequeña para dos personas.
Que la cocina no está bien equipada.
Que resulta muy incomodo tener que salir de la habitación para ir al baño.
Que la ubicación es muy buena.","Charming Studio in Boston Brownstone, #44",22348222,"Maverick",NA,"South End",42.34441,-71.07633,"Entire home/apt",60,1,80,"11/20/2020",1.69,55,337,"D4",81,0.0169711058325533,-0.0187482660937166,"doc305",5,1,0,0,0,2,0,31,1,0,0,2,11,0,0,2,31,11261
"306",533152,173115127,"7/22/2017",136952352,"Elizabeth","We truly enjoyed staying in the Penthouse.  Loved the views from the balcony.  the neighborhood was a little noisy, but not a problem.  The apartment was comfortable and clean.  We would definitely come back!","The Penthouse Redline | 2BR 1BA | Walk to the Redline for UMass and Mass General!",71783,"Lance",NA,"Dorchester",42.32212,-71.06096,"Entire home/apt",113,32,56,"8/1/2020",0.67,42,335,"C11",34,0.270980123226303,0.389229072680598,"doc306",4,2,4,3,2,7,0,6,0,0,2,0,6,0,0,4,0,12501
"307",4863108,28653580,"3/28/2015",27529735,"Alison","John was a helpful host and the space was exactly as listed - so nice to have use of my own (clean!) bathroom, and the kitchen amenities are great. The neighborhood is also within walking distance of downtown, if you're up for a pleasant 20- or 30-minute jaunt.","Ensuite Private Room in Boston",8157833,"John",NA,"South Boston",42.33775,-71.05145,"Private room",92,3,213,"1/3/2021",2.87,1,342,"C6",46,0.167409885723864,0.354078925828525,"doc307",6,5,4,5,3,5,0,12,2,1,2,1,10,1,0,2,0,6984
"308",33013194,635931039,"7/8/2020",205757732,"Cheirsh","John was a fabulous host. He checked in every other day, kept the place cleaned daily. I loved the fresh water and kitchen utensils that came handy.","Bright, cozy bedroom (Freedom Trail)",248463000,"John",NA,"Roxbury",42.32232,-71.06847,"Private room",30,1,110,"2/15/2021",4.76,4,118,"B2",27,0.226138213766101,0.23860927939546,"doc308",3,1,2,1,1,4,0,6,0,0,3,1,4,0,0,5,0,14525
"309",2000797,158414105,"6/6/2017",129776865,"Jacquie","Jessica is very responsive and open to helping with whatever you need. If you need more privacy, this could be a challenging space. Very clean!","Sea view,balcony,15min by metro to center,safe st",9898255,"Jessica",NA,"Dorchester",42.31502,-71.06115,"Private room",70,29,143,"11/3/2019",1.77,5,315,"C11",25,0.655150193924348,0.434200620954135,"doc309",5,0,2,3,1,1,0,2,0,0,4,1,4,3,0,3,0,12501
"310",276450,2484173,"10/2/2012",2215728,"Meg","We enjoyed our stay in this  very well equipped apartment.  It was really comfortable and our adult daughter found the pull out sofa bed good to sleep on.    The location is good, especially as our son and his wife live in the South End and we could walk to their home.  Enjoyed the restaurant across the road and breakfast at Flour Cafe for great ""goodies"" and coffee!  
Because of the busy street we didn't open our windows at night however the location makes it an ideal place to stay.","19th Century Luxury | South End | 1BR 1BA #3",814298,"Thatch",NA,"Roxbury",42.33821,-71.07978,"Entire home/apt",280,30,93,"8/20/2020",0.87,90,32,"B2",89,0.298075682853862,0.490214160619314,"doc310",6,12,5,4,5,8,0,21,0,3,12,4,8,0,0,10,0,14525
"311",45717383,724903894,"1/17/2021",176155485,"Tristin","Colleen’s house was beautiful inside and out. From the updated and modern amenities, cozy beds, and plenty of entertaining space, everything about this home was perfection. This house had everything we needed for a weekend-in with friends. We are sad to leave! Thanks Colleen!","Tucked-away Home in Boston’s Historic Charlestown",369754035,"Colleen",NA,"Charlestown",42.38097,-71.06907,"Entire home/apt",350,2,3,"1/31/2021",1.8,1,39,"A15",46,0.38313139426193,0.208555068210925,"doc311",6,5,2,3,3,4,0,12,0,2,4,2,9,0,0,3,0,1913
"312",17285926,189080059,"8/31/2017",4970522,"Josh","A great place in Boston!  Perfect location to be near Back Bay but with close access to the restaurants in the South End.  Peter is very responsive and attentive.  Place is as pictured.  It can be a little noisy if you're not used to city living, so bring earplugs or a sound machine if you're a light sleeper.  I plan to be back!","Copley Square/South End",39323824,"Peter",NA,"South End",42.34547,-71.07481,"Entire home/apt",600,3,67,"3/20/2020",1.39,1,0,"D4",63,0.352881239944939,0.267215302332692,"doc312",6,6,4,8,3,6,0,13,0,3,4,6,7,2,0,4,0,11261
"313",8442940,75622539,"5/22/2016",59953852,"Robert","We stayed for 5 days as we were in town for our son's PHD graduation. The house was very clean and up to date. Our hosts were very friendly and Mina greeted us several times as we came in and was very helpful with recommendations for food etc. in the area. Charlestown is wonderful. We highly recommend an evening walk after dark in the nearby gaslight district. You won't be disappointed. We would definitely stay here again.","Sunny and cozy home near one end of freedom trail",3022224,"Krishna & Meena",NA,"Charlestown",42.37868,-71.06338,"Entire home/apt",139,2,245,"10/4/2020",3.73,1,59,"A15",76,0.409253696652008,0.411600649775695,"doc313",6,9,8,8,3,4,0,18,1,2,9,2,7,2,0,7,0,1913
"314",19199379,512758139,"8/18/2019",55944992,"Ashley","Perfect location and very close to downtown!","Boston /Logan Airport & Train 3 bed Apartment 2FL",9073339,"Elisangela",NA,"East Boston",42.37812,-71.03441,"Entire home/apt",179,1,208,"1/24/2021",4.67,3,348,"A7",7,NA,0.28347335475692,"doc314",2,1,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,3627
"315",17592876,169184178,"7/11/2017",130662338,"Gordon","The host was great to work with and very accommodating. We were a little worried about the location but it ended up being just fine. We had a good experience.","Transportation Accessible Home",119541425,"Esameldin",NA,"Dorchester",42.319,-71.06317,"Entire home/apt",160,29,127,"12/25/2020",2.66,1,357,"C11",30,0.158201533271518,0.199466970037438,"doc315",5,3,3,3,2,4,0,3,0,1,3,0,3,0,0,3,0,12501
"316",27158560,457168427,"5/23/2019",244018838,"Brad","Very clean, wonderful hospitality, quick replies and responsiveness.  Well Done!","Clean Southie Private Bedroom/Bath! Parking option",42530911,"Eda",NA,"South Boston",42.33256,-71.04057,"Private room",68,2,62,"12/18/2020",1.99,1,84,"C6",10,0.625,1.00762716319083,"doc316",3,0,2,0,1,0,0,3,0,0,0,0,4,0,0,1,0,6984
"317",7179321,198477348,"9/29/2017",114226634,"Cándido","Natalie's place was just perfect for us. Affordable, well connected  (literally 3 min walk from Maverick T station) in a heart-warming barrio. Everyone's sleeping here should go to Santarpio's BTW, probably best pizza in town. Natalie is helpful, nice and so polite. Would definitely recommend the place.","Private bedroom",37610133,"Natalie",NA,"East Boston",42.37202,-71.03703,"Private room",71,91,17,"10/18/2017",0.35,1,0,"A7",47,0.196172963398319,0.390167293814845,"doc317",4,5,7,5,1,2,0,9,1,2,2,7,10,0,0,6,0,3627
"318",182613,84977507,"7/10/2016",38884099,"Jason","Max was a great host.  Super responsive and proactive about what could make for a great trip for us.  We were there on 4th of July and he gave us great directions for getting to the fireworks.  The space is as shown in the pictures and all recently fixed up.","Great 2BR in Boston near everything w free parking",875739,"Max",NA,"Charlestown",42.37739,-71.06044,"Entire home/apt",89,91,107,"11/22/2020",0.92,1,12,"A15",50,0.29182691843256,0.263430305673798,"doc318",5,7,5,4,3,5,0,7,0,0,5,2,4,2,0,5,0,1913
"319",22099733,709890963,"11/19/2020",376082722,"Farley","I liked the space!","<U+2605> Chic, Clean & Large <U+2605> Professionally Cleaned! <U+2605>",69587,"Boris & Susan",NA,"East Boston",42.3788,-71.03192,"Private room",43,1,383,"2/13/2021",10.05,8,170,"A7",4,NA,0.25,"doc319",0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,3627
"320",24940375,309699208,"8/18/2018",63769671,"Nolwenn","It was very clean and all the beds are comfortable. Olga is very reactive","Room with FREE breakfast and parking",188551199,"Olga",NA,"Dorchester",42.32741,-71.05877,"Private room",199,1,47,"3/1/2020",1.41,7,294,"C11",14,0.413672575837461,0.319238162709688,"doc320",3,0,2,3,1,2,0,1,0,0,1,1,1,0,0,0,0,12501
"321",18584891,703281560,"10/24/2020",230076987,"Madeline","Great hospitality and very accommodating!","Cape Cod Room, With Private Bath-Townhouse-RedLine",31035862,"Roger Michael ""Corey""",NA,"Dorchester",42.29312,-71.06417,"Private room",46,1,427,"2/15/2021",9.29,2,129,"C11",5,NA,1.0285912696499,"doc321",1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,12501
"322",33158116,717626500,"12/23/2020",346467129,"Nathaniel","This room was very comfortable and convenient for my weekend stay in Boston. The house is very close to a commuter line station and also within walking distance of several restaurants and shops. Such a fun and enjoyable stay. Loved being able to cook a nice dinner and relax watching a movie in the room after a long day walking about. Highly recommend!","Large Sunny room w/ King bed (Boston Harbor Room)",248463000,"John",NA,"Roxbury",42.32299,-71.06999,"Private room",30,1,107,"1/11/2021",4.63,4,110,"B2",63,0.298734831497479,0.484412733117846,"doc322",8,7,5,3,5,9,0,18,0,1,1,1,5,0,0,5,0,14525
"323",13908031,363852483,"12/29/2018",232629760,"Paixão","5 Estrelas","Modern Room, Private Bath near airport & city",5997103,"Andrea And Tivan",NA,"East Boston",42.36914,-71.03512,"Private room",158,1,142,"2/15/2020",2.53,2,0,"A7",1,NA,0,"doc323",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3627
"324",1071235,312968265,"8/24/2018",114843810,"Marianne","The location of this apartment is very convenient to the T. The local options for dining and shopping were diverse and fun to try. The apartment is welcoming, cozy, and very clean. The neighborhood is residential and quiet. Communication with the hosts was quick and helpful.","Cozy JP Studio-Great Location!",965697,"Chris & Kristina",NA,"Jamaica Plain",42.31748,-71.10819,"Entire home/apt",94,2,327,"3/17/2020",3.45,2,0,"E13",46,0.41016935285525,0.53166266273263,"doc324",11,4,2,5,5,7,0,9,0,1,0,1,7,0,0,1,0,5214
"325",33352473,731244489,"2/14/2021",247330873,"Jacob","Great location and service","DELUXE ROOM",243931054,"Boston Park Plaza",NA,"Downtown",42.35104,-71.0697,"Hotel room",139,1,25,"2/15/2021",1.88,13,361,"A1",4,NA,0.25,"doc325",1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,9706
"326",29664067,550825264,"10/19/2019",12324787,"Edgar Und Theresa","Hard to find a nicer person in Boston. We truly enjoyed the hospitality","Boston Home Near Downtown",187813188,"Booker",NA,"Jamaica Plain",42.31519,-71.09953,"Private room",75,1,64,"3/1/2020",2.29,3,295,"E13",13,0.950919957660617,0.937566993372402,"doc326",2,1,1,0,0,2,0,2,0,1,1,1,1,0,0,2,0,5214
"327",4278067,238926731,"2/27/2018",122379664,"Gannon","Great location in a good part of town. We were able to walk or take the T anywhere we needed to go. The full kitchen with dishes is a huge plus. Grocery in walking distance, and the host was very helpful with pointing out close by points. Definitely recommend.","Studio apart Tremont St South End #2",9653086,"Glenn",NA,"South End",42.34128,-71.07607,"Entire home/apt",60,33,69,"12/21/2020",0.89,6,300,"D4",49,0.279865767566891,0.34974960529821,"doc327",7,5,4,3,2,5,0,11,0,2,2,1,6,1,0,6,0,11261
"328",17592876,198813058,"9/30/2017",127095888,"Martin","Great place to stay. We went to see a baseball game with 3 other people and we all had our private room with a lot of space.","Transportation Accessible Home",119541425,"Esameldin",NA,"Dorchester",42.319,-71.06317,"Entire home/apt",160,29,127,"12/25/2020",2.66,1,357,"C11",26,0.176776695296637,0.136421582460817,"doc328",3,3,0,0,1,3,0,7,1,2,3,0,2,0,0,4,0,12501
"329",24749244,296397892,"7/25/2018",78099473,"Eru","Great location and a great place to stay. Very cozy with great amenities.","Stylish Downtown Studio in the SouthEnd, C.Ave# 24",22348222,"Maverick",NA,"South End",42.34448,-71.07636,"Entire home/apt",75,1,54,"12/17/2020",1.63,55,342,"D4",13,0.603814968245462,0.78051504922158,"doc329",4,1,1,0,1,1,0,3,0,1,0,0,2,0,0,1,0,11261
"330",182613,456708,"8/18/2011",960052,"Pierre-Adrien","My friend and I had a great stay in Max's BnB after an exausting trip. The room is nice, confy. The localisation of the appartement is perfect : close to the touristic area, without being right in the middle of Boston. Metro station is at walking distance. I'm french canadian, and I appreciated being able to speak french with Max after a long trip in the US speaking in english only.

Overall, the experience was amazing!
Pierre","Great 2BR in Boston near everything w free parking",875739,"Max",NA,"Charlestown",42.37739,-71.06044,"Entire home/apt",89,91,107,"11/22/2020",0.92,1,12,"A15",76,0.142148044279931,0.212057640451226,"doc330",12,11,2,7,2,10,0,17,0,2,4,6,11,1,0,4,0,1913
"331",21771037,256359427,"4/22/2018",174414716,"Melissa","Jeff was an amazing host with speedy responses and a wonderful home! My friends and I loved the space and the location had some great food options that Jeff helped with suggestions. I would recommend this place to anyone staying in the Boston area as it is easy to get around the city from this place.","Beautiful 4BD/2BA Gem! Near airport, city, subway!",2006852,"Jay",NA,"East Boston",42.3712,-71.03197,"Entire home/apt",180,1,189,"1/13/2021",4.93,3,109,"A7",56,0.134799066696006,0.420825943130796,"doc331",5,6,0,3,3,9,0,13,0,1,6,3,3,1,0,6,0,3627
"332",26849307,318192554,"9/3/2018",62290698,"Katie","It was so nice and private staying here! Very easy and comfortable.","Apartment near transit/free parking/self check-in",201935605,"Sherwin",NA,"Hyde Park",42.24895,-71.11563,"Entire home/apt",65,29,39,"1/23/2021",1.25,7,160,"E18",12,0.702314933988261,0.673388347648318,"doc332",4,0,3,1,2,0,0,0,0,0,1,0,2,0,0,1,0,5280
"333",6426364,185029198,"8/20/2017",77810689,"Rocio","My teenage son and I just got back from a 4 day trip in Boston. We stayed in Glenn's place and what a great choice! His place is nice very close to public transportation, restaurants and shops. We walked a lot and always felt safe. The unit is comfortable and had everything we needed for our stay. It was great to be able to make a quick home made breakfast to start our day. 

I would definitely recommend and would come back, I loved the neighborhood feel.","Great city views top floor one bed #7",9653086,"Glenn",NA,"South End",42.34144,-71.0763,"Entire home/apt",80,29,77,"12/17/2020",1.11,6,295,"D4",86,0.163344787879262,0.270986516185794,"doc333",9,5,6,6,6,6,0,18,1,4,13,2,9,0,0,12,0,11261
"334",4460532,545088867,"10/11/2019",35948607,"Keiran","A beautiful, well kept and clean place. Facilities are brilliant and exactly what you need and location is pretty ideal for getting into central Boston too.","Brownstone Bedroom Treetop Skyline View by LMA & T",11228809,"Jonathan",NA,"Roxbury",42.32821,-71.09265,"Private room",69,29,235,"12/16/2020",3.07,4,73,"B2",26,0.168591948288979,0.750105778032634,"doc334",5,1,4,2,3,1,0,3,0,0,2,1,3,1,0,3,0,14525
